0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,label
1.6130491,0.40601426,1.6296659,-0.0005122568,-0.0060006217,-0.09169545,-0.050587974,5.8397765,-0.048425503,-0.015497069,-0.035591863,-0.0055675074,-0.05005153,-0.05607497,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,0.0878319,-0.08039111,-0.1339204,-0.15193345,0.0,-0.01878614,-0.08382623,-0.06566364,-0.0007239069,0.18730089,-0.00425842,-0.054692563,-0.004040627,-0.054371398,-0.015595109,0.0,-0.045112982,0.026766796,-0.02945142,-0.04602629,-0.0016156144,-0.005587806,-0.00067574927,-0.12341247,-0.03931178,-0.069950655,-0.09832191,-0.0044339458,4.825401,-0.039003175,-0.0009558995,-0.004484087,-0.043327816,-0.007909591,-0.023046061,-0.0065476024,-0.0017041414,-7.44272e-05,2.365283,-0.087170534,4.9612436,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,-0.0027433012,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,1.5831321,-4.2911142e-05,-0.0015790851,-0.077322684,0
1.5444548,-0.007725692,0.5074148,30.293638,-0.0060006217,-0.09169545,-0.050587974,5.8397765,-0.048425503,-0.015497069,-0.035591863,-0.0055675074,-0.05005153,-0.05607497,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,-0.072790645,-0.08039111,6.2321033,-0.15193345,0.0,-0.01878614,-0.08382623,-0.06566364,-0.0007239069,0.18730089,-0.00425842,-0.054692563,-0.004040627,-0.054371398,12.986825,0.0,-0.045112982,-0.1395344,-0.02945142,-0.04602629,-0.0016156144,-0.005587806,-0.00067574927,-0.12341247,-0.03931178,-0.069950655,-0.09832191,-0.0044339458,-0.37151873,-0.039003175,-0.0009558995,-0.004484087,-0.043327816,18.146788,-0.023046061,-0.0065476024,18.74259,-7.44272e-05,0.3406912,0.23704065,-0.4043778,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,-0.0027433012,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,1.5831321,-4.2911142e-05,-0.0015790851,-0.077322684,0
0.24457487,0.35412776,0.5074148,-0.0005122568,-0.0060006217,-0.09169545,-0.050587974,5.8397765,-0.048425503,-0.015497069,-0.035591863,-0.0055675074,-0.05005153,-0.05607497,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,-0.072790645,-0.08039111,6.2321033,-0.15193345,0.0,-0.01878614,-0.08382623,-0.06566364,-0.0007239069,0.18730089,-0.00425842,-0.054692563,-0.004040627,-0.054371398,-0.015595109,0.0,-0.045112982,-0.1395344,-0.02945142,-0.04602629,-0.0016156144,-0.005587806,-0.00067574927,-0.12341247,-0.03931178,-0.069950655,-0.09832191,18.088362,4.825401,-0.039003175,-0.0009558995,-0.004484087,-0.043327816,-0.007909591,-0.023046061,-0.0065476024,-0.0017041414,-7.44272e-05,2.365283,-0.087170534,4.9612436,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,-0.0027433012,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,1.5831321,-4.2911142e-05,-0.0015790851,-0.077322684,1
-1.3992242,0.020510167,0.12963486,-0.0005122568,-0.0060006217,-0.09169545,0.32988638,-0.31625903,-0.048425503,-0.015497069,-0.035591863,-0.0055675074,-0.05005153,1.1916258,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,-0.072790645,-0.08039111,-0.1339204,-0.15193345,0.0,-0.01878614,-0.08382623,-0.06566364,-0.0007239069,-0.33778548,-0.00425842,10.101833,-0.004040627,-0.054371398,-0.015595109,0.0,-0.045112982,-0.1395344,-0.02945142,-0.04602629,-0.0016156144,-0.005587806,-0.00067574927,-0.12341247,0.7913207,-0.069950655,-0.09832191,-0.0044339458,-0.37151873,-0.039003175,-0.0009558995,17.78603,-0.043327816,-0.007909591,-0.023046061,-0.0065476024,-0.0017041414,-7.44272e-05,2.365283,-0.087170534,4.9612436,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,-0.0027433012,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,1.5831321,-4.2911142e-05,-0.0015790851,-0.077322684,1
1.1900841,0.6660463,2.1362796,583.7885,-0.0060006217,-0.09169545,-0.050587974,5.8397765,-0.048425503,-0.015497069,-0.035591863,-0.0055675074,-0.05005153,-0.05607497,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,-0.072790645,-0.08039111,-0.1339204,-0.15193345,0.0,15.100075,-0.08382623,-0.06566364,-0.0007239069,0.18730089,-0.00425842,-0.054692563,-0.004040627,-0.054371398,-0.015595109,0.0,-0.045112982,0.026766796,-0.02945142,-0.04602629,-0.0016156144,-0.005587806,-0.00067574927,-0.12341247,-0.03931178,-0.069950655,-0.09832191,-0.0044339458,4.825401,-0.039003175,-0.0009558995,-0.004484087,-0.043327816,-0.007909591,-0.023046061,-0.0065476024,-0.0017041414,-7.44272e-05,2.365283,-0.087170534,4.9612436,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,-0.0027433012,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,1.5831321,-4.2911142e-05,-0.0015790851,-0.077322684,0
-1.0107961,0.26559433,0.5074148,-0.0005122568,-0.0060006217,-0.09169545,-0.050587974,5.8397765,-0.048425503,-0.015497069,-0.035591863,-0.0055675074,-0.05005153,-0.05607497,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,-0.072790645,-0.08039111,6.2321033,-0.15193345,0.0,-0.01878614,-0.08382623,-0.06566364,-0.0007239069,-0.33778548,-0.00425842,10.101833,-0.004040627,-0.054371398,-0.015595109,0.0,-0.045112982,-0.1395344,-0.02945142,0.47553056,-0.0016156144,-0.005587806,-0.00067574927,-0.12341247,-0.03931178,-0.069950655,-0.09832191,-0.0044339458,-0.37151873,1.1833489,-0.0009558995,-0.004484087,-0.043327816,-0.007909591,-0.023046061,-0.0065476024,-0.0017041414,-7.44272e-05,2.365283,-0.087170534,4.9612436,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,8.447653,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,-1.5373772,-4.2911142e-05,-0.0015790851,-0.077322684,0
0.3576778,0.31340808,0.9216032,-0.0005122568,-0.0060006217,-0.09169545,0.32988638,-0.31625903,-0.048425503,-0.015497069,-0.035591863,-0.0055675074,-0.05005153,-0.05607497,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,-0.072790645,-0.08039111,-0.1339204,-0.15193345,0.0,-0.01878614,4.4186635,-0.06566364,-0.0007239069,-0.33778548,10.18182,-0.054692563,-0.004040627,-0.054371398,-0.015595109,0.0,-0.045112982,0.026766796,-0.02945142,-0.04602629,-0.0016156144,-0.005587806,-0.00067574927,-0.12341247,-0.03931178,-0.069950655,-0.09832191,-0.0044339458,-0.37151873,-0.039003175,-0.0009558995,-0.004484087,0.41341722,-0.007909591,-0.023046061,-0.0065476024,18.74259,-7.44272e-05,0.3406912,0.23704065,-0.4043778,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,-0.0027433012,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,1.5831321,-4.2911142e-05,-0.0015790851,-0.077322684,0
-0.37244776,-0.40222344,0.5074148,-0.0005122568,7.0563645,-0.09169545,-0.050587974,5.8397765,-0.048425503,-0.015497069,-0.035591863,-0.0055675074,-0.05005153,-0.05607497,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,-0.072790645,-0.08039111,6.2321033,-0.15193345,0.0,-0.01878614,-0.08382623,-0.06566364,-0.0007239069,-0.33778548,-0.00425842,10.101833,-0.004040627,-0.054371398,12.986825,0.0,-0.045112982,-0.1395344,-0.02945142,-0.04602629,-0.0016156144,-0.005587806,-0.00067574927,-0.12341247,-0.03931178,-0.069950655,-0.09832191,-0.0044339458,-0.37151873,-0.039003175,-0.0009558995,-0.004484087,0.41341722,-0.007909591,-0.023046061,-0.0065476024,-0.0017041414,-7.44272e-05,2.365283,-0.087170534,4.9612436,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,-0.0027433012,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,1.5831321,-4.2911142e-05,-0.0015790851,-0.077322684,1
1.3722545,0.12754135,1.6296659,-0.0005122568,-0.0060006217,-0.09169545,-0.050587974,-0.31625903,-0.048425503,15.910023,-0.035591863,-0.0055675074,-0.05005153,-0.05607497,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,0.0878319,-0.08039111,-0.1339204,-0.15193345,0.0,-0.01878614,-0.08382623,-0.06566364,-0.0007239069,0.18730089,-0.00425842,-0.054692563,-0.004040627,-0.054371398,-0.015595109,0.0,-0.045112982,-0.1395344,-0.02945142,-0.04602629,-0.0016156144,-0.005587806,-0.00067574927,9.110028,-0.03931178,-0.069950655,-0.09832191,-0.0044339458,4.825401,-0.039003175,-0.0009558995,-0.004484087,-0.043327816,-0.007909591,-0.023046061,-0.0065476024,-0.0017041414,-7.44272e-05,2.365283,-0.087170534,4.9612436,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,-0.0027433012,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,1.5831321,-4.2911142e-05,-0.0015790851,-0.077322684,0
0.4504017,0.7092608,0.5074148,63.613297,-0.0060006217,-0.09169545,-0.050587974,5.8397765,-0.048425503,-0.015497069,-0.035591863,-0.0055675074,-0.05005153,-0.05607497,-0.0001681544,-0.0009495888,-0.018690491,-0.005232598,-0.000680639,-0.01911009,-0.058839753,-0.072790645,-0.08039111,6.2321033,-0.15193345,0.0,-0.01878614,-0.08382623,-0.06566364,-0.0007239069,0.18730089,-0.00425842,-0.054692563,-0.004040627,-0.054371398,-0.015595109,0.0,-0.045112982,0.026766796,-0.02945142,-0.04602629,-0.0016156144,-0.005587806,-0.00067574927,-0.12341247,-0.03931178,-0.069950655,-0.09832191,-0.0044339458,4.825401,-0.039003175,-0.0009558995,-0.004484087,-0.043327816,-0.007909591,-0.023046061,-0.0065476024,18.74259,-7.44272e-05,0.3406912,-0.087170534,4.9612436,0.0,-0.00085517776,-0.002612361,-0.00012285728,-0.0003410705,-0.0027433012,-0.0009070413,-0.0013267279,-0.03174213,-0.0075597716,-0.021235552,-0.0011493225,-0.0008778903,-0.008804068,-0.0012737508,-9.127139e-05,-0.014557743,-0.035355333,-0.033597328,-0.02756299,-0.019715322,-0.019558018,-0.0002660965,-0.00071654294,0.0,-0.060758553,-0.021097863,-0.029246807,-0.033690795,-0.01308632,-0.0028382947,-0.024386754,-0.004091175,1.5831321,-4.2911142e-05,-0.0015790851,-0.077322684,0
