0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,Rating,Price
5.2290916,0.51021284,0.27455503,11.37171,0.47388327,5.714957,-0.9474199,0.5426844,-0.8788539,-0.6936934,-1.2462922,0.53010434,2.0041878,-0.15026717,-0.68717873,-1.3395737,1.7780247,0.57299054,1.9869597,0.37915814,8.075034,-0.046729624,0.48426047,0.5001978,0.7603414,10.526956,0.15563907,-0.22732,0.46858025,4.234387,1.3392544,-0.2890284,0.34369552,3.0252545,0.19922793,2.5031176,0.37624866,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,0.08313515,-0.008775544,-0.00034641917,-0.030989679,-0.22687328,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,-1.9186587e-05,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,-0.0011368099,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,-0.3255035,-0.013664437,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,-0.0008995752,-0.036580153,1,1
1.5976804,-0.13693196,0.020172834,2.1880362,-0.13035454,8.965921,1.0264797,-0.7495713,-0.6324322,-0.4326413,-1.269981,1.1971023,-0.020724751,-0.15026717,0.45076773,-1.1249198,0.4704515,0.8093195,2.0154982,0.30965683,13.638882,0.4989856,0.86694187,0.90815246,1.1417869,12.13608,-0.1756698,0.1972962,-0.121488854,0.70189446,4.006364,-0.7161078,0.06270524,1.7210758,1.1098098,3.7918818,1.0039448,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,-0.0077699767,-0.008775544,-0.00034641917,-0.030989679,-0.22687328,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,-1.9186587e-05,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,8.985854,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,-0.3255035,-0.013664437,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,-0.0008995752,-0.036580153,1,0
1.5976804,-0.13693196,0.020172834,2.1880362,2.5472167,0.70000243,-0.73530555,0.5059527,2.0130286,2.645842,1.1007506,0.37677726,14.176744,-0.15026717,-0.58307636,0.8340578,12.827747,0.57299054,0.9129107,0.16770726,3.4964442,0.08416857,0.15682745,0.047278464,0.4410719,6.355159,0.041078527,4.7657523,-0.014483368,0.3720315,0.028844438,-0.8617969,0.7026825,2.8192856,-0.114672214,1.1263433,-0.24490386,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,-0.0077699767,-0.008775544,-0.00034641917,-0.030989679,-0.22687328,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,-1.9186587e-05,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,-0.0011368099,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,0.76598865,-0.013664437,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,-0.0008995752,-0.036580153,1,0
1.5976804,-0.13693196,0.020172834,5.814228,1.011916,0.40360728,-0.72821414,0.5018266,0.9781874,1.4487499,0.22550957,0.4269425,10.01535,-0.15026717,-0.43009165,0.11792804,8.429321,1.4385381,1.7236686,0.25780678,9.820901,0.22637746,0.4513286,0.24749748,0.39510185,3.9623942,-0.09773465,2.8848286,0.3135702,1.1713896,2.8967319,0.06884454,0.7865317,6.2467017,1.1935416,5.754485,2.0467234,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,-0.0077699767,-0.008775544,-0.00034641917,-0.030989679,-0.22687328,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,-1.9186587e-05,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,-0.0011368099,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,0.76598865,-0.013664437,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,-0.0008995752,-0.036580153,1,0
1.5976804,-0.13693196,0.020172834,2.1880362,1.7668979,9.262008,1.0427736,-0.7888349,2.4845161,3.422148,1.5048813,1.0452847,7.13031,-0.15026717,0.34222528,1.1168644,13.317045,1.0317191,1.6948435,0.38104767,4.007223,-0.10935587,0.21761289,0.33992678,0.46300554,8.891633,-0.024923455,5.2381883,-0.12597044,-0.014427237,0.22680733,-0.4303144,-0.866739,2.4365726,-0.8646953,0.59255123,-0.5484766,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,-0.0077699767,-0.008775544,-0.00034641917,-0.030989679,-0.22687328,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,-1.9186587e-05,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,-0.0011368099,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,-0.3255035,-0.013664437,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,1.1667483,-0.036580153,1,1
1.5976804,1.1241567,0.57895863,11.37171,1.4020923,0.40375963,-0.7269585,0.5060329,0.8986084,1.5612326,0.38109997,0.39262664,10.011845,-0.15026717,-0.41072786,0.08391616,7.5353765,0.57299054,1.1991423,0.20472786,5.8166747,0.08664488,0.115690835,0.023453537,0.30939487,2.3342235,-0.012237862,2.694277,0.12957841,0.88029593,1.0452992,-0.31313884,0.91350985,2.13512,0.092520386,2.0179832,0.30709937,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,-0.0077699767,-0.008775544,-0.00034641917,-0.030989679,-0.22687328,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,-1.9186587e-05,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,-0.0011368099,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,0.76598865,-0.013664437,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,-0.0008995752,-0.036580153,1,1
5.2290916,-0.13693196,0.020172834,5.814228,1.4530523,9.2618885,1.0270797,-0.74962866,0.29040056,0.69405526,-0.4385478,0.72802496,1.3531985,-0.15026717,0.105491936,-0.3726206,4.4328914,1.0317191,2.7289467,0.3964979,4.2813272,0.37542385,0.7945564,0.008630108,0.92086256,9.743729,-0.0019898345,1.6165646,-0.13766682,0.16384052,1.833333,0.7440731,-0.856195,3.7074654,-1.0346801,0.3400284,-0.5979394,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,-0.0077699767,-0.008775544,-0.00034641917,-0.030989679,-0.22687328,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,-1.9186587e-05,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,8.985854,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,-0.3255035,-0.013664437,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,-0.0008995752,-0.036580153,1,0
1.5976804,-0.13693196,0.020172834,2.1880362,0.039060663,8.750504,1.0277934,-0.7926525,2.6051998,3.4642413,1.51316,1.0505677,4.876373,-0.15026717,0.24059884,1.1870803,15.104534,0.57299054,1.2299365,0.35610333,9.308963,0.09455827,0.22897133,0.38211656,0.4904988,7.6199727,-0.03004748,5.8193793,-0.07327959,0.09642146,0.73035246,-0.7287456,-0.11740278,2.445382,-0.030832794,3.0802584,0.6326592,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,-0.0077699767,-0.008775544,-0.00034641917,-0.030989679,0.04880859,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,-1.9186587e-05,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,-0.0011368099,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,-0.3255035,-0.013664437,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,-0.0008995752,-0.036580153,0,1
6.9118648,1.2264667,0.7560913,11.736274,-0.07063092,4.6533103,-0.9703365,0.54150546,2.720903,3.7112556,1.4770957,0.8585197,10.010675,-0.15026717,0.24806218,1.1744664,15.96476,0.57299054,1.8976799,0.24589509,10.569209,0.28575018,0.42013904,0.02003276,0.6034733,7.1359553,0.07350775,6.128259,0.28757918,0.4898002,1.6210868,0.40027657,-0.04002212,3.716657,0.45856076,3.7869656,0.9715282,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,-0.0077699767,-0.008775544,-0.00034641917,-0.030989679,-0.22687328,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,18.29607,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,-0.0011368099,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,-0.3255035,-0.013664437,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,-0.0008995752,-0.036580153,1,1
1.5976804,-0.13693196,0.020172834,2.1880362,1.8739581,4.988532,-0.9619401,0.54147327,2.79844,3.9160867,1.5136865,0.915643,7.778962,-0.15026717,0.08024745,1.0461351,14.176815,0.57299054,2.7288232,0.259716,10.141875,0.44003752,0.7718394,0.097450055,0.5505927,8.407125,-0.017361857,5.9435515,0.27467737,0.55622584,3.1695619,0.1779928,0.8753282,4.044959,0.19824836,2.9299736,0.5373977,-0.034607027,-0.000516817,-0.03761012,-0.004339125,-0.0005168765,-0.13230373,-0.03855675,-0.0077699767,-0.008775544,-0.00034641917,-0.030989679,-0.22687328,-0.06698656,-0.00044455606,-0.038438857,-0.038447283,-1.9186587e-05,-0.0013267052,-0.077710666,-0.0032057408,-0.064663924,-0.01634211,-0.00017262748,-0.03841697,-0.00034678137,-0.053353395,-0.029702904,-0.036187984,-0.048792988,-0.0646901,-0.038436823,-0.036744438,-0.29035446,-0.0011368099,-0.00043119575,-0.00058958447,-0.0016833397,-0.033949696,-0.0018753391,-0.077192,-0.00054051337,-0.0005119345,-0.076030985,-0.3255035,1.908825,-0.00018001764,-0.00035637387,-0.03624993,-0.007359795,-1.7481023e-05,-0.024368402,-0.03751366,-0.24548566,-0.03755524,-0.09002091,-0.0008995752,-0.036580153,1,1
