0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,label
0.04326365,-0.12664787,-0.019695625,0.12392772,5.8464923,1.5238429,-0.12469512,3.0728812,3.213142,2.1631699,7.0959625,2.9951305,0.18072695,-0.14112966,1.6443564,1.2744584,2.4324927,2.5836601,1.1845412,0.030962672,0.44818377,1.7986938,3.276775,0.54093254,0.4797842,0.16415699,1.3517103,3.145202,1.6658916,1.4783188,3.29407,2.8803284,1.3426522,1.5354568,2.0683808,0.5454943,0.5024056,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,-0.03930366,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,-0.10542337,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,-0.015653577,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,-0.091805965,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,-0.044228554,2.4417048,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,-0.08225284,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,1
0.04326365,-0.12664787,-0.019695625,0.12392772,0.6238354,0.34612352,2.5816271,-0.2237263,-0.53928196,-0.03511867,0.34307325,0.8037989,-0.046733957,2.3351407,0.1956582,-0.32750198,-0.7034569,4.234354,0.6917354,0.16165209,0.048015755,1.0446035,2.3282218,2.5014231,0.65989155,0.042432368,0.10967821,-0.6290623,5.6531796,4.19643,1.4261125,0.75365937,0.92577416,2.4914215,3.49155,1.0187086,1.1183827,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,-0.03930366,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,-0.10542337,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,14.035755,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,-0.091805965,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,-0.044228554,-0.089399934,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,-0.08225284,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,0
0.2521444,0.9182543,0.9094238,1.7845669,0.2905118,1.0078459,2.2173986,-0.45007044,0.4122435,0.84225225,1.9157948,0.061955273,0.8455653,-0.14112966,-0.20933823,0.7008469,0.19074361,4.234354,0.5023129,0.035576787,-0.043422002,0.8269878,0.7011534,1.2531528,0.19552521,-0.0073453174,0.4993232,0.28737357,0.0341897,1.1395311,1.0296701,0.14936972,1.1643736,2.2120268,2.3977723,0.26180294,0.16172573,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,9.125169,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,-0.10542337,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,-0.015653577,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,-0.091805965,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,-0.044228554,-0.089399934,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,-0.08225284,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,0
0.04326365,-0.12664787,0.4158132,2.4306583,-0.20270663,0.34728476,2.6089857,-0.2237263,-0.53928196,-0.03511867,0.34307325,0.8037989,-0.046733957,2.3351407,0.1956582,-0.32750198,-0.7034569,4.234354,0.6917354,0.16165209,0.048015755,1.0446035,2.3282218,2.5014231,0.65989155,0.042432368,0.10967821,-0.6290623,5.6531796,4.19643,1.4261125,0.75365937,0.92577416,2.4914215,3.49155,1.0187086,1.1183827,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,-0.03930366,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,-0.10542337,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,14.035755,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,-0.091805965,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,-0.044228554,-0.089399934,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,-0.08225284,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,0
0.04326365,-0.12664787,-0.019695625,0.12392772,2.003259,1.9343476,2.7379715,0.4541217,3.0814455,3.1474702,6.1624203,1.2208822,0.78248787,-0.14112966,1.1087132,3.6563957,2.5096214,2.1369135,0.030295804,-0.056237258,0.08838411,0.8339751,0.6985249,0.5434538,0.19177182,0.047788452,1.9215177,2.9586797,-0.04968856,-0.010738156,1.8181297,0.9472474,1.3357159,3.1733024,3.7347534,1.295606,1.4570891,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,-0.03930366,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,-0.10542337,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,-0.015653577,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,-0.091805965,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,-0.044228554,-0.089399934,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,0.09720211,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,1
0.04326365,-0.12664787,-0.019695625,0.12392772,1.2443906,0.8412261,0.36040306,2.902485,1.9349841,2.5207043,4.8532386,2.1054647,0.5011605,-0.14112966,1.0030122,2.5080314,1.4906043,2.1369135,0.25146395,-0.061069995,0.13886024,0.40459985,1.0188199,0.021183223,0.19306844,0.010313655,1.7339706,1.778042,1.5946897,2.1908872,1.8167728,2.223411,1.43885,0.72103065,2.7767253,0.5460973,0.50334394,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,-0.03930366,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,-0.10542337,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,-0.015653577,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,-0.091805965,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,15.497632,-0.089399934,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,-0.08225284,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,0
0.04326365,0.9182543,0.7561107,2.4306583,-0.19758248,2.1307762,2.9399188,-0.37543255,3.077675,2.1009345,6.2632847,3.601852,0.15614204,-0.14112966,1.6494504,3.7926126,2.59717,2.01652,0.38282838,0.10785358,0.5077605,1.9545138,3.1641543,1.882088,0.85607296,0.16237408,0.2616518,2.9937596,0.21419936,0.4274101,2.2744505,1.8021396,1.176748,-0.09737262,1.3284385,0.7259138,0.73791903,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,-0.03930366,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,0.2610973,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,-0.015653577,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,-0.091805965,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,-0.044228554,-0.089399934,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,-0.08225284,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,0
0.04326365,0.9182543,0.7561107,3.7114677,2.5375934,0.6052182,1.9690974,1.7393193,0.31317943,0.8372392,5.6633797,-0.079360336,0.8310979,1.8096852,-0.22213385,0.5138946,0.23463582,2.1369135,-0.10817142,-0.11536848,-0.13812847,-0.40661237,-0.19390771,0.017974287,-0.035497036,-0.013213201,2.3112597,0.21145093,0.885676,3.2432082,1.1180737,2.8314161,1.093942,2.7350652,4.7734933,1.3490826,1.5708218,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,-0.03930366,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,-0.10542337,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,-0.015653577,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,1.3873388,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,-0.044228554,-0.089399934,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,-0.08225284,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,1
0.04326365,0.55288434,-0.019695625,0.12392772,-0.20270663,1.8825953,2.764457,0.45421138,2.520803,3.1236153,5.6678953,1.2184423,0.53148085,1.0916806,0.8057483,2.760954,2.5925283,2.1369135,-0.10832876,-0.10341716,-0.10394367,-0.2898391,-0.17897902,-0.07952189,-0.007958179,0.003306958,1.3537133,2.407597,0.12802081,0.42728797,1.1165826,0.29070303,0.72871405,1.808282,1.183727,0.22206481,0.08406733,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,-0.03930366,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,-0.10542337,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,-0.015653577,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,-0.091805965,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,-0.044228554,-0.089399934,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,0.09720211,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,0
0.04326365,-0.12664787,-0.019695625,0.12392772,0.52707976,1.5515009,-0.15048864,3.116034,0.94887996,1.4455739,3.0992463,3.137809,-0.119151965,-0.14112966,1.8735913,1.8539358,0.37520272,2.5836601,1.3235337,0.0425653,0.56566167,2.581626,3.6687276,1.2536113,0.85313845,0.15703712,-0.09936316,0.8210124,1.6008238,2.5303051,3.562126,1.7995296,1.4155807,1.0822935,1.3259511,0.11689772,-0.079404026,-0.016996365,-0.02875225,-0.0033496257,-0.0136841005,-0.0796487,-0.0016113977,-0.03930366,-0.008932135,-0.036631744,-0.004113094,-0.041782774,-0.0030741685,-0.0061524445,-0.018344987,-0.10542337,-0.002562035,-0.011735554,-0.013475826,-0.012925416,-0.011501868,-0.0025468755,-0.026971838,-0.007311702,-0.01324563,-0.009967492,-0.00703541,-0.011198451,-0.026569832,-0.008633754,-0.016772632,-0.013183555,-0.007384122,-0.009278265,-0.024266195,-0.007133793,-0.0127909,-0.0033759142,-0.00043035892,-0.008615989,-0.015157506,-0.011571718,-0.003073291,-0.0003266016,-0.001918604,-0.008701492,-0.014257521,-0.0005109136,-0.015653577,-0.028930688,-0.0039190003,-0.01924386,-0.00041084213,-0.0101747,-0.011310885,-0.091805965,-0.059475526,-0.0016050752,-0.008613176,-0.008107156,-0.062847055,-0.0031731373,-0.07808997,-0.0505379,-0.019163411,-0.016636353,-0.012968567,-0.0028924237,-0.014569336,-0.014132141,-0.031463508,-0.044228554,2.4417048,-0.010403087,-0.022666184,-0.05232686,-0.022275392,-0.0073814704,-0.0013131422,-0.027780328,-0.038569722,-0.025099583,-0.012403602,-0.08225284,-0.007810037,-0.010270969,-0.008677495,-0.00601772,-0.04027403,0
